start,consumption,hour,dow,month,is_weekend,ctx_mean,ctx_zscore,iso_score,ensemble_score,anomaly_type,severity
2016-01-16 17:00:00,13623,17,5,1,1,11859.78,1.8822822456716997,-0.005873714405200792,0.5922642133144851,CONTEXTUAL,MEDIUM
2016-01-16 18:00:00,13203,18,5,1,1,11565.38,1.7722039787422827,-0.019931440121430666,0.6041482800734236,CONTEXTUAL,MEDIUM
2016-01-16 19:00:00,12765,19,5,1,1,11092.207547169812,1.8346030861699465,-0.008294892379282048,0.5899668678141766,SPIKE,MEDIUM
2016-01-17 14:00:00,13114,14,6,1,1,11546.588235294117,1.712872980771544,-0.01217490272632038,0.5794298896020151,CONTEXTUAL,MEDIUM
2016-01-17 17:00:00,13465,17,6,1,1,11859.78,1.7136132226251548,-0.014161543045010938,0.5835743179729909,CONTEXTUAL,MEDIUM
2016-01-17 18:00:00,13216,18,6,1,1,11565.38,1.7862723534101848,-0.012716103512604437,0.5916306129656099,CONTEXTUAL,MEDIUM
2016-01-17 19:00:00,12907,19,6,1,1,11092.207547169812,1.9903388666580581,-0.01274311394448735,0.6225520129035409,SPIKE,MEDIUM
2016-01-17 20:00:00,13121,20,6,1,1,11348.14,1.9683858792553934,-0.01127726368562243,0.6162560934544797,SPIKE,MEDIUM
2016-01-17 21:00:00,12991,21,6,1,1,11182.372549019608,1.9492401991320607,-0.004723538417959916,0.6000574857197902,SPIKE,MEDIUM
2016-01-17 22:00:00,12657,22,6,1,1,10804.68,2.0002043111459145,-0.005054486101716438,0.6084379399262346,SPIKE,MEDIUM
2016-01-17 23:00:00,12325,23,6,1,1,10460.372549019608,1.9834324508259988,0.009105001321382367,0.577160295274348,SPIKE,MEDIUM
2016-01-18 04:00:00,13704,4,0,1,0,11576.496062992126,1.8362208541715976,-0.023179221251205195,0.6204236189784835,SPIKE,MEDIUM
2016-01-18 05:00:00,14153,5,0,1,0,11949.178294573643,1.8777694539071348,-0.013977468619172706,0.608030533810657,SPIKE,MEDIUM
2016-01-18 06:00:00,14434,6,0,1,0,12182.68992248062,1.949310104985812,-0.02086589628428559,0.632833645062461,SPIKE,HIGH
2016-01-18 07:00:00,14300,7,0,1,0,12117.317460317461,1.9691709721311266,-0.01203048002499596,0.6179037150576621,SPIKE,MEDIUM
2016-01-18 08:00:00,14224,8,0,1,0,12020.192307692309,1.9435590845426747,-0.00615186434288284,0.6020973756850665,SPIKE,MEDIUM
2016-01-18 09:00:00,14211,9,0,1,0,12037.1015625,1.9741289862717637,-0.015730464543300404,0.6261638405403538,SPIKE,MEDIUM
2016-01-18 10:00:00,14164,10,0,1,0,12005.0390625,1.9354975674206745,-0.02632280607403481,0.6418207734568133,SPIKE,HIGH
2016-01-18 11:00:00,14061,11,0,1,0,11955.417322834646,1.9533033966105808,-0.026332023325701615,0.6445327463330626,SPIKE,HIGH
2016-01-18 12:00:00,13973,12,0,1,0,11890.108527131782,1.9677568524259608,-0.02241715555921997,0.6387725820067958,SPIKE,HIGH
2016-01-18 13:00:00,13972,13,0,1,0,11962.44,1.9467676552373376,-0.01777923368847112,0.6261838059060745,SPIKE,MEDIUM
2016-01-18 14:00:00,14148,14,0,1,0,12154.8203125,1.9094866215611586,-0.02217140731262013,0.6294599600148247,SPIKE,HIGH
2016-01-18 15:00:00,14213,15,0,1,0,12287.376,1.8414490816195705,-0.015528919591910273,0.6056859265901631,SPIKE,MEDIUM
2016-01-18 16:00:00,14113,16,0,1,0,12221.1953125,1.7894718451666827,-0.008592151519988267,0.5837438061340172,SPIKE,MEDIUM
2016-01-18 17:00:00,14108,17,0,1,0,12211.346153846154,1.7743454121903306,-0.01174347829740996,0.5878523503272951,SPIKE,MEDIUM
2016-01-18 18:00:00,14025,18,0,1,0,12049.166666666666,1.865486873754968,-0.005649784656624801,0.589269258466481,SPIKE,MEDIUM
2016-01-18 19:00:00,13555,19,0,1,0,11537.469230769231,1.9131947909236924,-0.009228269951444212,0.6037490061918126,SPIKE,MEDIUM
2016-01-19 04:00:00,13652,4,1,1,0,11576.496062992126,1.7913403335032263,-0.010232949899318,0.5873569038837397,SPIKE,MEDIUM
2016-01-19 06:00:00,14155,6,1,1,0,12182.68992248062,1.7077363099223197,-0.009789789633041668,0.5738116529393762,SPIKE,MEDIUM
2016-01-19 19:00:00,13461,19,1,1,0,11537.469230769231,1.8240559717841975,-0.0036438760424749583,0.578930955217968,SPIKE,MEDIUM
2016-01-20 05:00:00,14113,5,2,1,0,11949.178294573643,1.8436873963743752,-0.011754461770309033,0.5983631341394372,SPIKE,MEDIUM
2016-01-20 06:00:00,14406,6,2,1,0,12182.68992248062,1.9250661398898343,-0.016157437748930636,0.6196093865946481,SPIKE,MEDIUM
2016-01-20 07:00:00,14202,7,2,1,0,12117.317460317461,1.8807574022416096,-0.01530420734787985,0.6111754832682483,SPIKE,MEDIUM
2016-01-20 08:00:00,14244,8,2,1,0,12020.192307692309,1.961197275854254,-0.005578518376554875,0.6036015114913086,SPIKE,MEDIUM
2016-01-20 09:00:00,14228,9,2,1,0,12037.1015625,1.9895667786670765,-0.007211021520951211,0.6112062467582597,SPIKE,MEDIUM
2016-01-20 10:00:00,14132,10,2,1,0,12005.0390625,1.9068097291732715,-0.010647796392672326,0.6056645578271713,SPIKE,MEDIUM
2016-01-20 11:00:00,13985,11,2,1,0,11955.417322834646,1.8827998444336336,-0.00666564226925237,0.5939499506872259,SPIKE,MEDIUM
2016-01-20 12:00:00,13962,12,2,1,0,11890.108527131782,1.9573648921828861,-0.005746694893026483,0.6033631979185823,SPIKE,MEDIUM
2016-01-20 13:00:00,13922,13,2,1,0,11962.44,1.8983299958681887,-0.0067589003631338684,0.5964882956195802,SPIKE,MEDIUM
2016-01-20 14:00:00,14141,14,2,1,0,12154.8203125,1.9027805496325945,-0.0100833514242894,0.6039094101547866,SPIKE,MEDIUM
2016-01-20 15:00:00,14335,15,2,1,0,12287.376,1.9581160882405866,-0.0138814250192425,0.6199886102113059,SPIKE,MEDIUM
2016-01-20 16:00:00,14375,16,2,1,0,12221.1953125,2.0372995551472726,-0.012145194034882123,0.6284415140747548,SPIKE,HIGH
2016-01-20 17:00:00,14409,17,2,1,0,12211.346153846154,2.055934997001669,-0.01520836897802158,0.637477862722454,SPIKE,HIGH
2016-01-20 18:00:00,14240,18,2,1,0,12049.166666666666,2.0684795407430663,-0.016656513992072353,0.6423147473334061,SPIKE,HIGH
2016-01-20 19:00:00,13712,19,2,1,0,11537.469230769231,2.0620755845928485,-0.011786794588942273,0.6314615970177674,SPIKE,HIGH
2016-01-20 20:00:00,13637,20,2,1,0,11598.4375,1.9312420923542841,0.001572459640602597,0.5845555889054268,SPIKE,MEDIUM
2016-01-20 21:00:00,13439,21,2,1,0,11364.561538461538,1.9039882833735584,0.0006826275130337178,0.5822394198011609,SPIKE,MEDIUM
2016-01-21 04:00:00,13785,4,3,1,0,11576.496062992126,1.9061308959819452,-0.012638944443140732,0.6096034903128345,SPIKE,MEDIUM
2016-01-21 05:00:00,14071,5,3,1,0,11949.178294573643,1.8079012359649775,-0.01704740486243217,0.6036937711668696,SPIKE,MEDIUM
2016-01-21 06:00:00,14199,6,3,1,0,12182.68992248062,1.745833969358856,-0.01751758123015934,0.5952599954768523,SPIKE,MEDIUM
2016-01-21 07:00:00,14060,7,3,1,0,12117.317460317461,1.752647943830269,-0.012688353861447954,0.5864883455533922,SPIKE,MEDIUM
2016-01-21 08:00:00,14051,8,3,1,0,12020.192307692309,1.7909887296975122,-0.006882883325187827,0.5805037918523883,SPIKE,MEDIUM
2016-01-21 09:00:00,13993,9,3,1,0,12037.1015625,1.776162001437752,-0.00808110791874661,0.5806932826584164,SPIKE,MEDIUM
2016-01-21 10:00:00,13997,10,3,1,0,12005.0390625,1.78578291156704,-0.004549330707109389,0.574979753052127,SPIKE,MEDIUM
2016-01-21 11:00:00,13932,11,3,1,0,11955.417322834646,1.8336328935733939,-0.001763774384243355,0.57656332544383,SPIKE,MEDIUM
2016-01-21 12:00:00,13858,12,3,1,0,11890.108527131782,1.8591136317029082,-0.00435612990997114,0.5856794117261119,SPIKE,MEDIUM
2016-01-21 13:00:00,13887,13,3,1,0,11962.44,1.8644236343097844,-0.011229686709257614,0.6004344611920033,SPIKE,MEDIUM
2016-01-21 14:00:00,14042,14,3,1,0,12154.8203125,1.8079375323571865,-0.011432682387271242,0.5923025575622212,SPIKE,MEDIUM
2016-01-21 15:00:00,14316,15,3,1,0,12287.376,1.9399466363897726,-0.017719746351807508,0.6250313294279086,SPIKE,MEDIUM
2016-01-21 16:00:00,14346,16,3,1,0,12221.1953125,2.0098682437372073,-0.012502206917824443,0.6250169855997139,SPIKE,MEDIUM
2016-01-21 17:00:00,14395,17,3,1,0,12211.346153846154,2.042837807010444,-0.016185213835089307,0.6374796048017,SPIKE,HIGH
2016-01-21 18:00:00,14329,18,3,1,0,12049.166666666666,2.1525090633567445,-0.011357512688715654,0.6442689799480267,SPIKE,HIGH
2016-01-21 19:00:00,13724,19,3,1,0,11537.469230769231,2.073455008312784,-0.009569327001550776,0.6286818272772913,SPIKE,HIGH
2016-01-21 20:00:00,13726,20,3,1,0,11598.4375,2.015556674918974,0.0066310103239987095,0.5870410030528812,SPIKE,MEDIUM
2016-01-21 21:00:00,13611,21,3,1,0,11364.561538461538,2.0618555765288247,0.010715946855528236,0.5857524949569636,SPIKE,MEDIUM
2016-01-21 22:00:00,13264,22,3,1,0,10945.690476190477,2.160877387418681,0.01036177202382027,0.6014491789585469,SPIKE,MEDIUM
2016-01-21 23:00:00,13013,23,3,1,0,10576.33076923077,2.2190850136233795,0.02185793259706348,0.5869187304362851,SPIKE,MEDIUM
2016-01-22 00:00:00,12891,0,4,1,0,10323.603053435114,2.343385089545587,0.01923124871133719,0.6110516542100467,SPIKE,MEDIUM
2016-01-22 01:00:00,12920,1,4,1,0,10325.824,2.3600690401087134,0.019678405205057037,0.612667592065457,SPIKE,MEDIUM
2016-01-22 02:00:00,13072,2,4,1,0,10357.259541984733,2.409841846966712,0.012826704767233243,0.634103606811897,SPIKE,HIGH
2016-01-22 03:00:00,13510,3,4,1,0,10767.448818897637,2.43742306571281,-0.00839596925142938,0.6813530278414437,SPIKE,CRITICAL
2016-01-22 04:00:00,14333,4,4,1,0,11576.496062992126,2.3791025368717036,-0.038958827644237526,0.7345677785647962,SPIKE,CRITICAL
2016-01-22 05:00:00,14527,5,4,1,0,11949.178294573643,2.1964366918384366,-0.02424758056851395,0.6770774818210992,SPIKE,HIGH
2016-01-22 06:00:00,14771,6,4,1,0,12182.68992248062,2.2411035420338297,-0.03260069910292063,0.7007887451465955,SPIKE,CRITICAL
2016-01-22 07:00:00,14617,7,4,1,0,12117.317460317461,2.255161805345176,-0.028420553712791063,0.6944303473347047,SPIKE,CRITICAL
2016-01-22 08:00:00,14722,8,4,1,0,12020.192307692309,2.382750048201003,-0.024973633232640347,0.7067324934944943,SPIKE,CRITICAL
2016-01-22 09:00:00,14756,9,4,1,0,12037.1015625,2.469046448356793,-0.03084022788775498,0.731693415564264,SPIKE,CRITICAL
2016-01-22 10:00:00,14597,10,4,1,0,12005.0390625,2.3236798787058466,-0.026844941546778744,0.7015960536410265,SPIKE,CRITICAL
2016-01-22 11:00:00,14439,11,4,1,0,11955.417322834646,2.3039658008590824,-0.02466751339040374,0.694194432661392,SPIKE,CRITICAL
2016-01-22 12:00:00,14256,12,4,1,0,11890.108527131782,2.2351136477705156,-0.016531064286522512,0.6672647560962374,SPIKE,HIGH
2016-01-22 13:00:00,14170,13,4,1,0,11962.44,2.1385807863391673,-0.017289728609778843,0.6542033731994217,SPIKE,HIGH
2016-01-22 14:00:00,14294,14,4,1,0,12154.8203125,2.0493561217854976,-0.01683691373302698,0.6397883617734403,SPIKE,HIGH
2016-01-22 15:00:00,14389,15,4,1,0,12287.376,2.009755582974479,-0.018598713780972442,0.6373745693309314,SPIKE,HIGH
2016-01-22 16:00:00,14297,16,4,1,0,12221.1953125,1.963518786527097,-0.01696434844948802,0.6270634934658808,SPIKE,HIGH
2016-01-22 17:00:00,14156,17,4,1,0,12211.346153846154,1.8192500635888165,-0.019451709151841357,0.6102905967253293,SPIKE,MEDIUM
2016-01-22 18:00:00,13757,18,4,1,0,12049.166666666666,1.6124541539744544,-0.02704405422393774,0.5944220417444598,CONTEXTUAL,MEDIUM
2016-01-22 19:00:00,13322,19,4,1,0,11537.469230769231,1.6922443136949448,-0.018587588614731643,0.5893260519424954,SPIKE,MEDIUM
2016-01-23 00:00:00,11733,0,5,1,1,10289.980392156862,1.5450080901265817,-0.03817613499218997,0.6068161027181631,CONTEXTUAL,MEDIUM
2016-01-23 01:00:00,11529,1,5,1,1,10159.557692307691,1.4416817793908405,-0.038262427456527526,0.5913623869847641,CONTEXTUAL,MEDIUM
2016-01-23 02:00:00,11444,2,5,1,1,10147.867924528302,1.3718432175231825,-0.036602042511660104,0.5774285546241985,CONTEXTUAL,MEDIUM
2016-01-23 03:00:00,11502,3,5,1,1,10293.94,1.2825417467444784,-0.04340143306649813,0.5777223748033173,CONTEXTUAL,MEDIUM
2016-01-23 04:00:00,11742,4,5,1,1,10461.0,1.3298762646817763,-0.04604186774135943,0.5902415979959156,CONTEXTUAL,MEDIUM
2016-01-23 05:00:00,11814,5,5,1,1,10573.68,1.3347196345212886,-0.03698865820796371,0.5725980856214772,CONTEXTUAL,MEDIUM
2016-01-23 06:00:00,12078,6,5,1,1,10798.865384615385,1.329598350441574,-0.04039309315052275,0.5787337390807895,CONTEXTUAL,MEDIUM
2016-03-28 05:00:00,8961,5,0,3,0,11214.518518518518,-2.6966174316409144,0.06330853936006209,0.5750130534720077,DROP,MEDIUM
2016-03-28 06:00:00,9162,6,0,3,0,11367.186567164179,-2.718235389142214,0.06518690707845498,0.5744702392351974,DROP,MEDIUM
2016-03-28 10:00:00,9074,10,0,3,0,11104.985074626866,-2.7513355386761322,0.06446016667850163,0.5809520123803156,DROP,MEDIUM
2016-06-24 01:00:00,5858,1,4,6,0,6766.542635658915,-2.0300746266946668,0.009799624970298626,0.5828053308310481,CONTEXTUAL,MEDIUM
2016-06-24 02:00:00,5839,2,4,6,0,6978.178294573643,-2.4953098036464585,0.004009931719388016,0.6649274612458589,DROP,HIGH
2016-06-24 03:00:00,6083,3,4,6,0,7637.162790697675,-3.062196836313549,0.000826657438027345,0.7571347077863892,DROP,CRITICAL
2016-06-24 04:00:00,6296,4,4,6,0,8146.666666666667,-3.3761409665339235,-0.003204323472900672,0.8128031291715934,DROP,CRITICAL
2016-06-24 05:00:00,6535,5,4,6,0,8420.038759689922,-3.537285143154268,0.011123547145383217,0.8080948229633949,DROP,CRITICAL
2016-06-24 06:00:00,6688,6,4,6,0,8570.201550387597,-3.598395286778887,0.022374714675979956,0.7945006860006374,DROP,CRITICAL
2016-06-24 07:00:00,6865,7,4,6,0,8629.6015625,-3.4844709589843603,0.030417802328718047,0.7609430126188765,DROP,CRITICAL
2016-06-24 08:00:00,6932,8,4,6,0,8680.837209302326,-3.5323876748004137,0.046356663590999214,0.7358382411327922,DROP,CRITICAL
2016-06-24 09:00:00,6920,9,4,6,0,8714.4375,-3.6142852950624236,0.04734704634461773,0.7462155956038099,DROP,CRITICAL
2016-06-24 10:00:00,6896,10,4,6,0,8655.573643410853,-3.595492640032379,0.05394980373400793,0.729970860657266,DROP,CRITICAL
2016-06-24 11:00:00,6940,11,4,6,0,8582.209302325582,-3.3761533176993233,0.055889604359587675,0.6928567739071262,DROP,CRITICAL
2016-06-24 12:00:00,6913,12,4,6,0,8525.139534883721,-3.365677058418467,0.051509531558558086,0.7001627869327331,DROP,CRITICAL
2016-06-24 13:00:00,6854,13,4,6,0,8465.139534883721,-3.4601523840875235,0.049942322897439606,0.7176339844156635,DROP,CRITICAL
2016-06-24 14:00:00,6878,14,4,6,0,8428.852713178294,-3.36311192839886,0.051790084067842024,0.6992053294956553,DROP,CRITICAL
2016-06-24 15:00:00,6829,15,4,6,0,8346.488372093023,-3.2901401448407306,0.05539109625511529,0.6808585096568534,DROP,CRITICAL
2016-06-24 16:00:00,6788,16,4,6,0,8355.992248062015,-3.209841287621437,0.05822641228308911,0.6629576174394827,DROP,HIGH
2016-06-24 17:00:00,6674,17,4,6,0,8290.302325581395,-3.267997896155145,0.03928316270029164,0.7102050416952197,DROP,CRITICAL
2016-06-24 18:00:00,6437,18,4,6,0,7989.527131782946,-3.3353770954656157,0.03037858147457717,0.7384710694467096,DROP,CRITICAL
2016-06-24 19:00:00,6698,19,4,6,0,8013.472868217054,-2.958918972104657,0.041226321807919186,0.6595103572407214,DROP,HIGH
2016-06-24 20:00:00,6744,20,4,6,0,7887.84496124031,-2.5609632248481646,0.050306755765382016,0.5808852294957081,CONTEXTUAL,MEDIUM
2016-06-24 21:00:00,6476,21,4,6,0,7497.100775193799,-2.3220908176941664,0.03474302618156089,0.5763450973619926,CONTEXTUAL,MEDIUM
2016-06-24 22:00:00,6165,22,4,6,0,7166.217054263566,-2.2457258931080717,0.0200028205670012,0.594713847735409,CONTEXTUAL,MEDIUM
2016-06-24 23:00:00,5944,23,4,6,0,6957.457364341085,-2.2583863547648315,0.00989166789261453,0.6171523462014946,CONTEXTUAL,MEDIUM
2016-06-25 01:00:00,5671,1,5,6,1,6599.431372549019,-1.7675438739272813,-0.006824475126424812,0.5768390271011996,CONTEXTUAL,MEDIUM
2016-06-25 02:00:00,5666,2,5,6,1,6621.35294117647,-1.7950932651117164,-0.0085524365519416,0.5845134745978555,CONTEXTUAL,MEDIUM
2016-06-25 03:00:00,5778,3,5,6,1,6782.843137254902,-1.8035542292783133,-0.0063863182250546435,0.5813964943732848,CONTEXTUAL,MEDIUM
2016-06-25 04:00:00,5907,4,5,6,1,6945.901960784314,-1.8290493173860984,-0.000628155747699366,0.5735649589542893,CONTEXTUAL,MEDIUM
2016-06-26 00:00:00,5716,0,6,6,1,6691.117647058823,-1.8300912294210672,-0.01558343749111557,0.6040786270109961,CONTEXTUAL,MEDIUM
2016-06-26 01:00:00,5593,1,6,6,1,6599.431372549019,-1.9160399569364204,-0.009560803015259967,0.6048543307252519,DROP,MEDIUM
2016-06-26 02:00:00,5682,2,6,6,1,6621.35294117647,-1.7650295148432362,-0.006191255520236361,0.575173409238795,CONTEXTUAL,MEDIUM
2016-06-26 03:00:00,5784,3,6,6,1,6782.843137254902,-1.7927850604653262,-0.01259249365996884,0.5923648062782867,CONTEXTUAL,MEDIUM
2016-06-26 04:00:00,5912,4,6,6,1,6945.901960784314,-1.820246516994783,-0.008242668855200197,0.5876893274388417,CONTEXTUAL,MEDIUM
2016-06-26 05:00:00,6086,5,6,6,1,7170.725490196079,-1.8486967917744506,-0.008816289309283243,0.5931569712914089,DROP,MEDIUM
2016-06-26 06:00:00,6347,6,6,6,1,7373.64705882353,-1.7762367338942144,-0.010036856869629296,0.5846743448261128,CONTEXTUAL,MEDIUM
